,Modelo,Precio,Color,Pais,Kilometraje,Velocidad
829,Model S,26999.0,Blanco,Italia,259000,135 kW (184 CV)
830,Model S,43500.0,Blanco,Italia,48000,169 kW (230 CV)
831,Model S,32000.0,Blanco,Italia,109000,79 kW (107 CV)
832,Model S,44900.0,Blanco,Italia,128000,169 kW (230 CV)
833,Model S,41700.0,Blanco,Italia,120000,135 kW (184 CV)
834,Model S,40000.0,Blanco,Italia,103000,457 kW (621 CV)
835,Model S,45000.0,Blanco,Italia,121000,169 kW (230 CV)
836,Model S,34400.0,Blanco,Italia,132000,135 kW (184 CV)
837,Model S,26000.0,Blanco,Italia,172000,135 kW (184 CV)
838,Model S,85000.0,Blanco,Italia,60000,218 kW (296 CV)
839,Model S,38500.0,Blanco,Italia,180000,241 kW (328 CV)
840,Model S,35500.0,Blanco,Italia,150000,135 kW (184 CV)
841,Model S,37500.0,Blanco,Italia,214000,135 kW (184 CV)
842,Model S,60000.0,Blanco,Italia,83000,136 kW (185 CV)
843,Model S,39500.0,Blanco,Italia,200000,158 kW (215 CV)
844,Model S,24950.0,Blanco,Italia,320433,310 kW (421 CV)
845,Model S,35500.0,Negro,España,68295,- kW (- CV)
846,Model S,10500.0,Negro,España,385000,270 kW (367 CV)
847,Model S,22500.0,Negro,España,188000,- kW (- CV)
848,Model S,22000.0,Negro,España,379000,568 kW (772 CV)
849,Model S,31000.0,Negro,España,114000,386 kW (525 CV)
850,Model S,25475.0,Negro,España,109000,285 kW (387 CV)
851,Model S,51900.0,Negro,España,59999,603 kW (820 CV)
852,Model S,36700.0,Negro,España,124000,310 kW (421 CV)
853,Model S,45900.0,Negro,España,49000,568 kW (772 CV)
854,Model S,51990.0,Negro,España,94000,568 kW (772 CV)
855,Model S,32490.0,Negro,España,68867,375 kW (510 CV)
856,Model S,45900.0,Negro,España,49000,568 kW (772 CV)
857,Model S,34500.0,Negro,España,70604,- kW (- CV)
858,Model S,32490.0,Negro,España,68867,375 kW (510 CV)
859,Model S,32490.0,Negro,España,68867,375 kW (510 CV)
860,Model S,34000.0,Negro,España,297000,283 kW (385 CV)
861,Model S,55990.0,Negro,España,66066,568 kW (772 CV)
862,Model S,42890.0,Negro,España,89500,100 kW (136 CV)
863,Model S,46500.0,Negro,España,96500,449 kW (610 CV)
864,Model S,36990.0,Negro,España,143350,386 kW (525 CV)
865,Model S,36990.0,Negro,España,143350,386 kW (525 CV)
866,Model S,48600.0,Negro,España,78590,225 kW (306 CV)
867,Model S,36990.0,Negro,España,143350,386 kW (525 CV)
868,Model S,38890.0,Negro,Francia,49900,310 kW (421 CV)
869,Model S,31990.0,Negro,Francia,116900,271 kW (368 CV)
870,Model S,89900.0,Negro,Francia,29200,751 kW (1.021 CV)
871,Model S,88980.0,Negro,Francia,22500,750 kW (1.020 CV)
872,Model S,33000.0,Negro,Francia,134500,311 kW (423 CV)
873,Model S,20950.0,Negro,Francia,144000,310 kW (421 CV)
874,Model S,84000.0,Negro,Francia,28602,750 kW (1.020 CV)
875,Model S,29990.0,Negro,Francia,133161,245 kW (333 CV)
876,Model S,21800.0,Negro,Francia,170000,310 kW (421 CV)
877,Model S,41000.0,Negro,Francia,148900,568 kW (772 CV)
878,Model S,79196.0,Negro,Francia,17538,504 kW (685 CV)
879,Model S,33990.0,Negro,Francia,55000,- kW (- CV)
880,Model S,28900.0,Negro,Francia,293000,235 kW (320 CV)
881,Model S,28900.0,Negro,Italia,106319,158 kW (215 CV)
882,Model S,33500.0,Negro,Italia,116000,135 kW (184 CV)
883,Model S,20000.0,Negro,Italia,115000,135 kW (184 CV)
884,Model S,25900.0,Negro,Italia,170000,135 kW (184 CV)
885,Model S,19900.0,Negro,Italia,350000,136 kW (185 CV)
886,Model S,77000.0,Negro,Italia,55000,493 kW (670 CV)
887,Model S,28900.0,Negro,Italia,170000,368 kW (500 CV)
888,Model S,26900.0,Negro,Italia,170000,306 kW (416 CV)
889,Model S,32900.0,Negro,Italia,135000,158 kW (215 CV)
890,Model S,20000.0,Negro,Italia,331204,310 kW (421 CV)
891,Model S,23600.0,Negro,Italia,257120,235 kW (320 CV)
892,Model S,26900.0,Negro,Italia,160000,353 kW (480 CV)
893,Model S,39900.0,Negro,Italia,66000,135 kW (184 CV)
894,Model S,29800.0,Negro,Italia,157274,241 kW (328 CV)
895,Model S,30500.0,Negro,Italia,160000,135 kW (184 CV)
896,Model S,42900.0,Negro,Italia,64000,158 kW (215 CV)
897,Model S,35900.0,Negro,Italia,192000,135 kW (184 CV)
898,Model S,22000.0,Negro,Italia,270640,135 kW (184 CV)
899,Model S,37700.0,Negro,Italia,88625,135 kW (184 CV)
900,Model S,31000.0,Negro,Italia,270000,79 kW (107 CV)
901,Model S,33900.0,Negro,Italia,157000,158 kW (215 CV)
902,Model S,38000.0,Negro,Italia,135000,136 kW (185 CV)
903,Model S,39900.0,Negro,Italia,106000,158 kW (215 CV)
904,Model S,39900.0,Negro,Italia,105000,135 kW (184 CV)
905,Model S,44900.0,Negro,Italia,60000,135 kW (184 CV)
906,Model S,105000.0,Negro,Italia,1800,357 kW (485 CV)
907,Model S,38000.0,Negro,Italia,135000,136 kW (185 CV)
908,Model S,42990.0,Negro,Italia,100000,169 kW (230 CV)
909,Model S,146900.0,Negro,Italia,10,750 kW (1.020 CV)
910,Model S,29000.0,Negro,Italia,290000,135 kW (184 CV)
911,Model S,38000.0,Negro,Italia,135000,136 kW (185 CV)
912,Model S,59000.0,Negro,Italia,196000,158 kW (215 CV)
913,Model S,45000.0,Negro,Italia,118000,158 kW (215 CV)
914,Model S,79900.0,Gris,España,15000,750 kW (1.020 CV)
915,Model S,39900.0,Gris,España,114000,568 kW (772 CV)
916,Model S,26900.0,Gris,España,134000,- kW (- CV)
917,Model S,26999.0,Gris,España,199000,507 kW (689 CV)
918,Model S,35000.0,Gris,España,171000,386 kW (525 CV)
919,Model S,39900.0,Gris,España,94000,310 kW (421 CV)
920,Model S,25990.0,Gris,España,140000,270 kW (367 CV)
921,Model S,28995.0,Gris,España,114000,270 kW (367 CV)
922,Model S,39890.0,Gris,España,114114,386 kW (525 CV)
923,Model S,79900.0,Gris,España,15000,750 kW (1.020 CV)
924,Model S,78990.0,Gris,España,39980,488 kW (663 CV)
925,Model S,36490.0,Gris,España,97000,- kW (- CV)
926,Model S,42500.0,Gris,España,125000,- kW (- CV)
927,Model S,42273.0,Gris,España,37500,245 kW (333 CV)
928,Model S,42273.0,Gris,España,37500,245 kW (333 CV)
929,Model S,42273.0,Gris,España,37500,245 kW (333 CV)
930,Model S,42273.0,Gris,España,37500,245 kW (333 CV)
931,Model S,42273.0,Gris,España,37500,245 kW (333 CV)
932,Model S,42273.0,Gris,España,37500,245 kW (333 CV)
933,Model S,42273.0,Gris,España,37500,245 kW (333 CV)
934,Model S,42273.0,Gris,España,37500,245 kW (333 CV)
935,Model S,42273.0,Gris,España,37500,245 kW (333 CV)
936,Model S,42273.0,Gris,España,37500,245 kW (333 CV)
937,Model S,42273.0,Gris,España,37500,245 kW (333 CV)
938,Model S,42273.0,Gris,España,37500,245 kW (333 CV)
939,Model S,42273.0,Gris,España,37500,245 kW (333 CV)
940,Model S,42273.0,Gris,España,37500,245 kW (333 CV)
941,Model S,42273.0,Gris,España,37500,245 kW (333 CV)
942,Model S,42273.0,Gris,España,37500,245 kW (333 CV)
943,Model S,42273.0,Gris,España,37500,245 kW (333 CV)
944,Model S,42273.0,Gris,España,37500,245 kW (333 CV)
945,Model S,42273.0,Gris,España,37500,245 kW (333 CV)
946,Model S,42273.0,Gris,España,37500,245 kW (333 CV)
947,Model S,42273.0,Gris,España,37500,245 kW (333 CV)
948,Model S,42273.0,Gris,España,37500,245 kW (333 CV)
949,Model S,28990.0,Gris,Francia,167000,235 kW (320 CV)
950,Model S,76400.0,Gris,Francia,1750,504 kW (685 CV)
951,Model S,26990.0,Gris,Francia,166100,235 kW (320 CV)
952,Model S,29985.0,Gris,Francia,89914,193 kW (262 CV)
953,Model S,33990.0,Gris,Francia,86307,386 kW (525 CV)
954,Model S,39990.0,Gris,Francia,143000,- kW (- CV)
955,Model S,38490.0,Gris,Francia,144500,568 kW (772 CV)
956,Model S,30500.0,Gris,Francia,120000,235 kW (320 CV)
957,Model S,46985.0,Gris,Francia,50000,310 kW (421 CV)
958,Model S,33990.0,Gris,Francia,86307,386 kW (525 CV)
959,Model S,42980.0,Gris,Francia,60750,310 kW (421 CV)
960,Model S,43900.0,Gris,Italia,66538,158 kW (215 CV)
961,Model S,32900.0,Gris,Italia,190000,135 kW (184 CV)
962,Model S,29900.0,Gris,Italia,176000,515 kW (700 CV)
963,Model S,33990.0,Gris,Italia,85000,158 kW (215 CV)
964,Model S,23000.0,Gris,Italia,178000,69 kW (94 CV)
965,Model S,39900.0,Gris,Italia,98000,158 kW (215 CV)
966,Model S,50000.0,Gris,Italia,38200,158 kW (215 CV)
967,Model S,28900.0,Gris,Italia,199000,135 kW (184 CV)
968,Model S,43900.0,Gris,Italia,183000,625 kW (850 CV)
969,Model S,38500.0,Gris,Italia,100000,158 kW (215 CV)
970,Model S,33900.0,Gris,Italia,248000,331 kW (450 CV)
971,Model S,46000.0,Gris,Italia,74000,169 kW (230 CV)
972,Model S,32000.0,Gris,Italia,107000,136 kW (185 CV)
973,Model S,55000.0,Gris,Italia,81000,610 kW (829 CV)
974,Model S,27990.0,Gris,Italia,140000,158 kW (215 CV)
975,Model S,52900.0,Gris,Italia,89106,569 kW (774 CV)
976,Model S,39500.0,Gris,Italia,156000,135 kW (184 CV)
977,Model S,28500.0,Gris,Italia,174626,135 kW (184 CV)
978,Model S,58900.0,Gris,Italia,83600,610 kW (829 CV)
979,Model S,33900.0,Gris,Italia,249000,136 kW (185 CV)
980,Model S,26900.0,Gris,Italia,96000,135 kW (184 CV)
981,Model X,41800.0,Azul,España,51827,38 kW (52 CV)
982,Model X,33900.0,Azul,España,240000,450 kW (612 CV)
983,Model X,45999.0,Azul,España,35000,386 kW (525 CV)
984,Model X,37900.0,Azul,España,74000,- kW (- CV)
985,Model X,49900.0,Azul,España,58500,386 kW (525 CV)
986,Model X,35900.0,Azul,España,91600,386 kW (525 CV)
987,Model X,54900.0,Azul,España,58000,386 kW (525 CV)
988,Model X,53000.0,Azul,España,70000,386 kW (525 CV)
989,Model X,39990.0,Azul,Francia,96500,386 kW (525 CV)
990,Model X,45900.0,Azul,Francia,117140,586 kW (797 CV)
991,Model X,42000.0,Azul,Francia,137200,386 kW (525 CV)
992,Model X,52000.0,Azul,Italia,105000,523 kW (711 CV)
993,Model X,94980.0,Azul,Italia,40000,218 kW (296 CV)
994,Model X,41500.0,Azul,Italia,148000,136 kW (185 CV)
995,Model X,54950.0,Azul,Italia,19700,158 kW (215 CV)
996,Model X,32990.0,Rojo,España,320000,450 kW (612 CV)
997,Model X,54999.0,Rojo,España,114999,450 kW (612 CV)
998,Model X,54900.0,Rojo,España,93000,585 kW (795 CV)
999,Model X,59999.0,Rojo,España,119990,- kW (- CV)
1000,Model X,44900.0,Rojo,España,109000,311 kW (423 CV)
1001,Model X,35000.0,Rojo,Francia,167500,152 kW (207 CV)
1002,Model X,36900.0,Rojo,Francia,198000,510 kW (693 CV)
1003,Model X,40000.0,Rojo,Italia,91300,135 kW (184 CV)
1004,Model X,38999.0,Blanco,España,110000,311 kW (423 CV)
1005,Model X,43900.0,Blanco,España,91000,568 kW (772 CV)
1006,Model X,82455.0,Blanco,España,32545,568 kW (772 CV)
1007,Model X,43990.0,Blanco,España,88024,567 kW (771 CV)
1008,Model X,42000.0,Blanco,España,64000,311 kW (423 CV)
1009,Model X,58590.0,Blanco,España,34162,386 kW (525 CV)
1010,Model X,47900.0,Blanco,España,52000,311 kW (423 CV)
1011,Model X,77990.0,Blanco,España,18000,493 kW (670 CV)
1012,Model X,37500.0,Blanco,España,205000,245 kW (333 CV)
1013,Model X,83000.0,Blanco,España,9094,371 kW (504 CV)
1014,Model X,58590.0,Blanco,España,34162,386 kW (525 CV)
1015,Model X,41000.0,Blanco,España,110000,245 kW (333 CV)
1016,Model X,44800.0,Blanco,España,170000,386 kW (525 CV)
1017,Model X,52990.0,Blanco,España,85000,386 kW (525 CV)
1018,Model X,58590.0,Blanco,España,34162,386 kW (525 CV)
1019,Model X,59900.0,Blanco,España,60000,386 kW (525 CV)
1020,Model X,58590.0,Blanco,España,34162,386 kW (525 CV)
1021,Model X,58590.0,Blanco,España,34162,386 kW (525 CV)
1022,Model X,58590.0,Blanco,España,34162,386 kW (525 CV)
1023,Model X,58590.0,Blanco,España,34162,386 kW (525 CV)
1024,Model X,58590.0,Blanco,España,34162,386 kW (525 CV)
1025,Model X,58590.0,Blanco,España,34162,386 kW (525 CV)
1026,Model X,58590.0,Blanco,España,34162,386 kW (525 CV)
1027,Model X,58590.0,Blanco,España,34162,386 kW (525 CV)
1028,Model X,58590.0,Blanco,España,34162,386 kW (525 CV)
1029,Model X,43900.0,Blanco,Francia,97990,386 kW (525 CV)
1030,Model X,27900.0,Blanco,Francia,275685,567 kW (771 CV)
1031,Model X,36500.0,Blanco,Francia,78000,306 kW (416 CV)
1032,Model X,54980.0,Blanco,Francia,34000,413 kW (562 CV)
1033,Model X,42500.0,Blanco,Francia,117886,386 kW (525 CV)
1034,Model X,56990.0,Blanco,Francia,82288,414 kW (563 CV)
1035,Model X,74990.0,Blanco,Francia,44000,440 kW (598 CV)
1036,Model X,140000.0,Blanco,Francia,1824,750 kW (1.020 CV)
1037,Model X,75900.0,Blanco,Francia,49931,193 kW (262 CV)
1038,Model X,71900.0,Blanco,Italia,61100,186 kW (253 CV)
1039,Model X,63900.0,Blanco,Italia,72000,158 kW (215 CV)
1040,Model X,59870.0,Blanco,Italia,84124,158 kW (215 CV)
1041,Model X,52500.0,Blanco,Italia,40000,186 kW (253 CV)
1042,Model X,38000.0,Blanco,Italia,54600,158 kW (215 CV)
1043,Model X,35900.0,Blanco,Italia,140000,158 kW (215 CV)
1044,Model X,39900.0,Blanco,Italia,179000,311 kW (423 CV)
1045,Model X,55600.0,Blanco,Italia,47000,169 kW (230 CV)
1046,Model X,38900.0,Blanco,Italia,205000,136 kW (185 CV)
1047,Model X,36000.0,Blanco,Italia,147607,136 kW (185 CV)
1048,Model X,42000.0,Blanco,Italia,113000,306 kW (416 CV)
1049,Model X,69900.0,Blanco,Italia,29000,100 kW (136 CV)
1050,Model X,55900.0,Blanco,Italia,99890,180 kW (245 CV)
1051,Model X,55000.0,Blanco,Italia,104000,136 kW (185 CV)
1052,Model X,56000.0,Blanco,Italia,92000,450 kW (612 CV)
1053,Model X,55000.0,Blanco,Italia,60500,158 kW (215 CV)
1054,Model X,50900.0,Blanco,Italia,119000,186 kW (253 CV)
1055,Model X,62900.0,Blanco,Italia,30838,492 kW (669 CV)
1056,Model X,84500.0,Blanco,Italia,28000,218 kW (296 CV)
1057,Model X,89000.0,Blanco,Italia,69000,218 kW (296 CV)
1058,Model X,51900.0,Blanco,Italia,81531,169 kW (230 CV)
1059,Model X,46000.0,Blanco,Italia,154000,386 kW (525 CV)
1060,Model X,57950.0,Blanco,Italia,75000,177 kW (241 CV)
1061,Model X,67500.0,Blanco,Italia,41000,368 kW (500 CV)
1062,Model X,70000.0,Blanco,Italia,33000,136 kW (185 CV)
1063,Model X,34900.0,Negro,España,79000,245 kW (333 CV)
1064,Model X,76900.0,Negro,España,10000,568 kW (772 CV)
1065,Model X,36900.0,Negro,España,90900,386 kW (525 CV)
1066,Model X,57900.0,Negro,España,54500,568 kW (772 CV)
1067,Model X,65900.0,Negro,España,14000,568 kW (772 CV)
1068,Model X,81900.0,Negro,España,10000,493 kW (670 CV)
1069,Model X,53890.0,Negro,España,43815,311 kW (423 CV)
1070,Model X,42900.0,Negro,España,165000,386 kW (525 CV)
1071,Model X,49900.0,Negro,España,133500,- kW (- CV)
1072,Model X,44900.0,Negro,España,129200,311 kW (423 CV)
1073,Model X,43990.0,Negro,Francia,156000,158 kW (215 CV)
1074,Model X,37890.0,Negro,Francia,169900,421 kW (572 CV)
1075,Model X,88998.0,Negro,Francia,32523,500 kW (680 CV)
1076,Model X,85450.0,Negro,Francia,21000,493 kW (670 CV)
1077,Model X,46990.0,Negro,Francia,49617,- kW (- CV)
1078,Model X,111900.0,Negro,Francia,8817,750 kW (1.020 CV)
1079,Model X,104950.0,Negro,Francia,1150,492 kW (669 CV)
1080,Model X,119980.0,Negro,Francia,3000,750 kW (1.020 CV)
1081,Model X,106400.0,Negro,Francia,2000,350 kW (476 CV)
1082,Model X,61900.0,Negro,Italia,57000,158 kW (215 CV)
1083,Model X,37000.0,Negro,Italia,108525,136 kW (185 CV)
1084,Model X,52000.0,Negro,Italia,95000,158 kW (215 CV)
1085,Model X,35000.0,Negro,Italia,180000,136 kW (185 CV)
1086,Model X,45000.0,Negro,Italia,86000,283 kW (385 CV)
1087,Model X,55900.0,Negro,Italia,110000,169 kW (230 CV)
1088,Model X,42000.0,Negro,Italia,177000,136 kW (185 CV)
1089,Model X,110000.0,Negro,Italia,21000,750 kW (1.020 CV)
1090,Model X,43900.0,Negro,Italia,127000,158 kW (215 CV)
1091,Model X,45000.0,Negro,Italia,180000,136 kW (185 CV)
1092,Model X,99000.0,Negro,Italia,42392,218 kW (296 CV)
1093,Model X,49300.0,Negro,Italia,189000,386 kW (525 CV)
1094,Model X,79900.0,Negro,Italia,56000,136 kW (185 CV)
1095,Model X,63200.0,Negro,Italia,43000,136 kW (185 CV)
1096,Model X,71700.0,Negro,Italia,43000,136 kW (185 CV)
1097,Model X,39999.0,Negro,Italia,73000,350 kW (476 CV)
1098,Model X,28995.0,Gris,España,175268,245 kW (333 CV)
1099,Model X,54900.0,Gris,España,58000,423 kW (575 CV)
1100,Model X,34990.0,Gris,España,99000,- kW (- CV)
1101,Model X,37500.0,Gris,España,130000,311 kW (423 CV)
1102,Model X,37900.0,Gris,España,102000,- kW (- CV)
1103,Model X,37499.0,Gris,España,180000,282 kW (383 CV)
1104,Model X,40920.0,Gris,España,84179,568 kW (772 CV)
1105,Model X,259900.0,Gris,España,1,621 kW (844 CV)
1106,Model X,45000.0,Gris,España,28000,245 kW (333 CV)
1107,Model X,51000.0,Gris,España,83901,386 kW (525 CV)
1108,Model X,50818.0,Gris,España,51426,311 kW (423 CV)
1109,Model X,75900.0,Gris,Francia,7800,310 kW (421 CV)
1110,Model X,48000.0,Gris,Francia,90000,413 kW (562 CV)
1111,Model X,43000.0,Gris,Francia,110000,510 kW (693 CV)
1112,Model X,54990.0,Gris,Francia,45596,413 kW (562 CV)
1113,Model X,37900.0,Gris,Francia,100000,- kW (- CV)
1114,Model X,99990.0,Gris,Francia,22500,736 kW (1.001 CV)
1115,Model X,99990.0,Gris,Francia,41000,751 kW (1.021 CV)
1116,Model X,70900.0,Gris,Francia,80905,493 kW (670 CV)
1117,Model X,49900.0,Gris,Italia,121000,180 kW (245 CV)
1118,Model X,43500.0,Gris,Italia,148500,158 kW (215 CV)
1119,Model X,35000.0,Gris,Italia,93000,136 kW (185 CV)
1120,Model X,36890.0,Gris,Italia,97972,158 kW (215 CV)
1121,Model X,42900.0,Gris,Italia,100000,136 kW (185 CV)
1122,Model X,46900.0,Gris,Italia,108000,136 kW (185 CV)
1123,Model X,51900.0,Gris,Italia,2228,136 kW (185 CV)
1124,Model X,43000.0,Gris,Italia,149400,380 kW (517 CV)
1125,Model X,46900.0,Gris,Italia,80386,136 kW (185 CV)
1126,Model X,47950.0,Gris,Italia,116727,186 kW (253 CV)
1127,Model X,65000.0,Gris,Italia,75300,180 kW (245 CV)
1128,Model X,40000.0,Gris,Italia,205000,136 kW (185 CV)
1129,Model Y,34475.0,Azul,España,63000,350 kW (476 CV)
1130,Model Y,37990.0,Azul,Francia,2000,220 kW (299 CV)
1131,Model Y,35400.0,Azul,Francia,23000,221 kW (300 CV)
1132,Model Y,46000.0,Azul,Italia,32450,153 kW (208 CV)
1133,Model Y,44500.0,Azul,Italia,39500,355 kW (483 CV)
1134,Model Y,45800.0,Azul,Italia,39000,153 kW (208 CV)
1135,Model Y,44900.0,Azul,Italia,54000,155 kW (211 CV)
1136,Model Y,59000.0,Azul,Italia,22000,155 kW (211 CV)
1137,Model Y,47000.0,Azul,Italia,17500,153 kW (208 CV)
1138,Model Y,42900.0,Azul,Italia,60000,153 kW (208 CV)
1139,Model Y,41990.0,Azul,Italia,20300,88 kW (120 CV)
1140,Model Y,70000.0,Azul,Italia,10,155 kW (211 CV)
1141,Model Y,29950.0,Rojo,España,96000,217 kW (295 CV)
1142,Model Y,29950.0,Rojo,España,96000,217 kW (295 CV)
1143,Model Y,29950.0,Rojo,España,96000,217 kW (295 CV)
1144,Model Y,29950.0,Rojo,España,96000,217 kW (295 CV)
1145,Model Y,29950.0,Rojo,España,96000,217 kW (295 CV)
1146,Model Y,29950.0,Rojo,España,96000,217 kW (295 CV)
1147,Model Y,29950.0,Rojo,España,96000,217 kW (295 CV)
1148,Model Y,29950.0,Rojo,España,96000,217 kW (295 CV)
1149,Model Y,29950.0,Rojo,España,96000,217 kW (295 CV)
1150,Model Y,29950.0,Rojo,España,96000,217 kW (295 CV)
1151,Model Y,31990.0,Rojo,Francia,68000,202 kW (275 CV)
1152,Model Y,48300.0,Rojo,Francia,10839,378 kW (514 CV)
1153,Model Y,50216.0,Rojo,Francia,8897,378 kW (514 CV)
1154,Model Y,39000.0,Rojo,Francia,19441,206 kW (280 CV)
1155,Model Y,37500.0,Rojo,Italia,64000,88 kW (120 CV)
1156,Model Y,36900.0,Rojo,Italia,29000,239 kW (325 CV)
1157,Model Y,39900.0,Blanco,España,51900,353 kW (480 CV)
1158,Model Y,42500.0,Blanco,España,11000,188 kW (256 CV)
1159,Model Y,37850.0,Blanco,España,48000,258 kW (351 CV)
1160,Model Y,36273.0,Blanco,España,46686,188 kW (256 CV)
1161,Model Y,36273.0,Blanco,España,46686,188 kW (256 CV)
1162,Model Y,36273.0,Blanco,España,46686,188 kW (256 CV)
1163,Model Y,36273.0,Blanco,España,46686,188 kW (256 CV)
1164,Model Y,36273.0,Blanco,España,46686,188 kW (256 CV)
1165,Model Y,42718.0,Blanco,España,7925,188 kW (256 CV)
1166,Model Y,36273.0,Blanco,España,46686,188 kW (256 CV)
1167,Model Y,36273.0,Blanco,España,46686,188 kW (256 CV)
1168,Model Y,36273.0,Blanco,España,46686,188 kW (256 CV)
1169,Model Y,36273.0,Blanco,España,46686,188 kW (256 CV)
1170,Model Y,36273.0,Blanco,España,46686,188 kW (256 CV)
1171,Model Y,42718.0,Blanco,España,7925,188 kW (256 CV)
1172,Model Y,36273.0,Blanco,España,46686,188 kW (256 CV)
1173,Model Y,42718.0,Blanco,España,7925,188 kW (256 CV)
1174,Model Y,42718.0,Blanco,España,7925,188 kW (256 CV)
1175,Model Y,36273.0,Blanco,España,46686,188 kW (256 CV)
1176,Model Y,52900.0,Blanco,España,45000,378 kW (514 CV)
1177,Model Y,36273.0,Blanco,España,46686,188 kW (256 CV)
1178,Model Y,42718.0,Blanco,España,7925,188 kW (256 CV)
1179,Model Y,39045.0,Blanco,España,9294,188 kW (256 CV)
1180,Model Y,42718.0,Blanco,España,7925,188 kW (256 CV)
1181,Model Y,42718.0,Blanco,España,7925,188 kW (256 CV)
1182,Model Y,42718.0,Blanco,España,7925,188 kW (256 CV)
1183,Model Y,42718.0,Blanco,España,7925,188 kW (256 CV)
1184,Model Y,42718.0,Blanco,España,7925,188 kW (256 CV)
1185,Model Y,42718.0,Blanco,España,7925,188 kW (256 CV)
1186,Model Y,42718.0,Blanco,España,7925,188 kW (256 CV)
1187,Model Y,42718.0,Blanco,España,7925,188 kW (256 CV)
1188,Model Y,42718.0,Blanco,España,7925,188 kW (256 CV)
1189,Model Y,42718.0,Blanco,España,7925,188 kW (256 CV)
1190,Model Y,42718.0,Blanco,España,7925,188 kW (256 CV)
1191,Model Y,42718.0,Blanco,España,7925,188 kW (256 CV)
1192,Model Y,42718.0,Blanco,España,7925,188 kW (256 CV)
1193,Model Y,42718.0,Blanco,España,7925,188 kW (256 CV)
1194,Model Y,42718.0,Blanco,España,7925,188 kW (256 CV)
1195,Model Y,42718.0,Blanco,España,7925,188 kW (256 CV)
1196,Model Y,34999.0,Blanco,Francia,14500,220 kW (299 CV)
1197,Model Y,37900.0,Blanco,Francia,13000,125 kW (170 CV)
1198,Model Y,39990.0,Blanco,Francia,29000,393 kW (534 CV)
1199,Model Y,32990.0,Blanco,Francia,66200,130 kW (177 CV)
1200,Model Y,33290.0,Blanco,Francia,29800,220 kW (299 CV)
1201,Model Y,25990.0,Blanco,Francia,143248,221 kW (300 CV)
1202,Model Y,28800.0,Blanco,Francia,123951,202 kW (275 CV)
1203,Model Y,33990.0,Blanco,Francia,77000,158 kW (215 CV)
1204,Model Y,42500.0,Blanco,Francia,3000,92 kW (125 CV)
1205,Model Y,34500.0,Blanco,Francia,27420,150 kW (204 CV)
1206,Model Y,57026.0,Blanco,Francia,5,393 kW (534 CV)
1207,Model Y,39900.0,Blanco,Francia,1400,87 kW (118 CV)
1208,Model Y,41990.0,Blanco,Francia,17054,351 kW (477 CV)
1209,Model Y,44500.0,Blanco,Francia,39568,393 kW (534 CV)
1210,Model Y,37989.0,Blanco,Francia,57000,351 kW (477 CV)
1211,Model Y,46000.0,Blanco,Francia,19000,203 kW (276 CV)
1212,Model Y,39000.0,Blanco,Francia,18050,220 kW (299 CV)
1213,Model Y,42490.0,Blanco,Francia,25000,258 kW (351 CV)
1214,Model Y,34990.0,Blanco,Francia,17000,378 kW (514 CV)
1215,Model Y,35999.0,Blanco,Italia,73000,153 kW (208 CV)
1216,Model Y,32000.0,Blanco,Italia,41407,255 kW (347 CV)
1217,Model Y,49200.0,Blanco,Italia,35000,375 kW (510 CV)
1218,Model Y,45999.0,Blanco,Italia,20638,360 kW (489 CV)
1219,Model Y,39500.0,Blanco,Italia,8500,220 kW (299 CV)
1220,Model Y,36000.0,Blanco,Italia,74000,153 kW (208 CV)
1221,Model Y,44900.0,Blanco,Italia,65000,153 kW (208 CV)
1222,Model Y,39500.0,Blanco,Italia,50000,153 kW (208 CV)
1223,Model Y,36900.0,Blanco,Italia,51500,88 kW (120 CV)
1224,Model Y,39900.0,Blanco,Italia,29000,255 kW (347 CV)
1225,Model Y,45000.0,Blanco,Italia,32000,155 kW (211 CV)
1226,Model Y,37250.0,Blanco,Italia,57000,153 kW (208 CV)
1227,Model Y,40900.0,Blanco,Italia,80000,155 kW (211 CV)
1228,Model Y,33900.0,Blanco,Italia,89899,88 kW (120 CV)
1229,Model Y,42500.0,Blanco,Italia,56750,153 kW (208 CV)
1230,Model Y,35000.0,Blanco,Italia,115000,350 kW (476 CV)
1231,Model Y,35500.0,Blanco,Italia,30000,88 kW (120 CV)
1232,Model Y,38000.0,Blanco,Italia,100000,155 kW (211 CV)
1233,Model Y,39000.0,Blanco,Italia,80000,258 kW (351 CV)
1234,Model Y,46500.0,Blanco,Italia,19000,153 kW (208 CV)
1235,Model Y,41900.0,Blanco,Italia,41627,153 kW (208 CV)
1236,Model Y,38000.0,Blanco,Italia,21125,88 kW (120 CV)
1237,Model Y,47000.0,Blanco,Italia,55000,155 kW (211 CV)
1238,Model Y,41000.0,Blanco,Italia,69510,153 kW (208 CV)
1239,Model Y,50000.0,Blanco,Italia,22000,155 kW (211 CV)
1240,Model Y,47000.0,Blanco,Italia,19700,155 kW (211 CV)
1241,Model Y,38500.0,Blanco,Italia,44000,250 kW (340 CV)
1242,Model Y,41000.0,Blanco,Italia,8000,88 kW (120 CV)
1243,Model Y,40000.0,Blanco,Italia,63000,153 kW (208 CV)
1244,Model Y,36500.0,Blanco,Italia,78000,88 kW (120 CV)
1245,Model Y,38900.0,Blanco,Italia,110000,153 kW (208 CV)
